"10:20:45.122 -> Soil: 83.0% | Temp: 31.3°C | Hum: 74.5%"
"11:41:50.025 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.3%"
"11:41:54.999 -> Soil: 85.0% | Temp: 31.8°C | Hum: 73.0%"
"11:42:00.025 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"11:42:05.040 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.1%"
"11:42:10.013 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:42:15.038 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.3%"
"11:42:20.017 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.4%"
"11:42:25.086 -> Soil: 84.0% | Temp: 25.0°C | Hum: 60.0%"
"11:42:30.009 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.3%"
"11:42:35.033 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.6%"
"11:42:40.009 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:42:45.029 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.5%"
"11:42:50.007 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:42:55.036 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.5%"
"11:43:00.007 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.4%"
"11:43:05.034 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:43:10.005 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.4%"
"11:43:15.034 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.2%"
"11:43:20.014 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.3%"
"11:43:24.995 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"11:43:30.012 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.1%"
"11:43:35.039 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.4%"
"11:43:40.007 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.3%"
"11:43:45.033 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.2%"
"11:43:50.004 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.4%"
"11:43:55.024 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:43:59.995 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.4%"
"11:44:05.008 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.3%"
"11:44:10.024 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:44:14.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:44:20.004 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:44:25.017 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:44:30.032 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:44:35.008 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"11:44:40.019 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"11:44:45.030 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.4%"
"11:44:50.007 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.2%"
"11:44:55.027 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"11:44:59.994 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.2%"
"11:45:05.019 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.3%"
"11:45:09.991 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.2%"
"11:45:15.011 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.4%"
"11:45:20.034 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.3%"
"11:45:25.005 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:45:30.033 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:45:35.016 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"11:45:40.014 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:45:44.996 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:45:50.004 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:45:55.026 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"11:46:00.008 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"11:46:04.998 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"11:46:10.011 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:46:15.025 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:46:20.003 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:46:24.989 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:46:30.014 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"11:46:34.996 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:46:40.014 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:46:44.991 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:46:50.019 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:46:54.993 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:00.012 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"11:47:04.991 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:10.020 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"11:47:14.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"11:47:20.020 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:24.989 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:29.999 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:35.024 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.4%"
"11:47:39.998 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:47:45.016 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:47:49.987 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:47:55.011 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.4%"
"11:47:59.994 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"11:48:05.007 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.5%"
"11:48:09.988 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:48:15.012 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"11:48:20.023 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:48:25.005 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.5%"
"11:48:29.989 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:48:35.008 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:48:40.030 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:48:45.024 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"11:48:50.005 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.2%"
"11:48:54.988 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:49:00.011 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"11:49:04.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:49:09.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"11:49:15.025 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.1%"
"11:49:20.007 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:49:24.985 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"11:49:30.021 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:49:35.002 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:49:39.983 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"11:49:45.025 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"11:49:50.019 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"11:49:54.993 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"11:50:00.025 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:50:05.003 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"11:50:09.986 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:50:15.007 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"11:50:19.998 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"11:50:24.984 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:50:30.029 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:50:35.023 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"11:50:39.992 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.5%"
"11:50:45.003 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.9%"
"11:50:50.023 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"11:50:55.004 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"11:51:00.024 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"11:51:04.990 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"11:51:10.019 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"11:51:15.011 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"11:51:20.011 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"11:51:25.006 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"11:51:29.983 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"11:51:35.020 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"11:51:40.016 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"11:51:44.988 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:51:50.019 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.3%"
"11:51:55.002 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"11:51:59.984 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.8%"
"11:52:05.023 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.1%"
"11:52:10.008 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"11:52:15.020 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.3%"
"11:52:20.001 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.3%"
"11:52:25.015 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:52:29.993 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"11:52:35.005 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.5%"
"11:52:40.022 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.3%"
"11:52:45.002 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:52:50.020 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.9%"
"11:52:55.021 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:52:59.999 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:53:04.978 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.6%"
"11:53:10.001 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:53:14.987 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.7%"
"11:53:20.006 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:53:24.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.6%"
"11:53:29.997 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:53:35.002 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:53:39.993 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:53:45.006 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"11:53:49.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:53:55.017 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"11:53:59.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"11:54:05.016 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"11:54:09.989 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.3%"
"11:54:15.006 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:54:19.984 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:54:25.018 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:54:29.988 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:54:35.003 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.3%"
"11:54:39.984 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.6%"
"11:54:45.008 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:54:49.997 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:54:54.978 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.6%"
"11:54:59.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:55:05.013 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:55:09.975 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"11:55:14.993 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:55:19.975 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.2%"
"11:55:24.989 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:55:30.000 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.1%"
"11:55:34.978 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:55:39.997 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.4%"
"11:55:45.020 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.4%"
"11:55:49.991 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:55:55.009 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.6%"
"11:56:00.020 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:56:04.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:56:10.010 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:56:14.986 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:56:19.988 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:56:24.987 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.4%"
"11:56:29.984 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:56:34.985 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.3%"
"11:56:39.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.4%"
"11:56:44.995 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.4%"
"11:56:50.008 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:56:54.983 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.4%"
"11:56:59.987 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"11:57:04.996 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:57:10.017 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:57:14.977 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:57:19.980 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:57:25.017 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:57:29.973 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.4%"
"11:57:34.983 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.8%"
"11:57:39.981 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.7%"
"11:57:44.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:57:49.996 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:57:54.996 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.5%"
"11:58:00.014 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.6%"
"11:58:05.010 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:58:09.971 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.9%"
"11:58:14.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.0%"
"11:58:19.974 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.6%"
"11:58:24.973 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:58:29.975 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:58:34.977 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:58:39.982 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.6%"
"11:58:44.984 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.5%"
"11:58:49.977 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.7%"
"11:58:54.991 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:58:59.987 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.5%"
"11:59:04.989 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.9%"
"11:59:09.993 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.0%"
"11:59:14.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:59:19.989 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"11:59:24.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:59:29.995 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.9%"
"11:59:35.008 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:59:39.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.8%"
"11:59:44.975 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.1%"
"11:59:49.993 -> Soil: 84.0% | Temp: 32.0°C | Hum: 74.0%"
"11:59:55.005 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.0%"
"12:00:00.010 -> Soil: 84.0% | Temp: 32.0°C | Hum: 74.2%"
"12:00:04.976 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.9%"
"12:00:09.992 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.0%"
"12:00:14.994 -> Soil: 84.0% | Temp: 32.0°C | Hum: 74.0%"
"12:00:19.989 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.8%"
"12:00:24.992 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.8%"
"12:00:29.997 -> Soil: 85.0% | Temp: 32.0°C | Hum: 74.0%"
"12:00:34.996 -> Soil: 84.0% | Temp: 32.1°C | Hum: 74.0%"
"12:00:40.000 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.7%"
"12:00:45.009 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.8%"
"12:00:49.969 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.8%"
"12:00:55.013 -> Soil: 84.0% | Temp: 32.1°C | Hum: 74.0%"
"12:00:59.973 -> Soil: 84.0% | Temp: 32.1°C | Hum: 74.2%"
"12:01:04.982 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.9%"
"12:01:09.995 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.6%"
"12:01:15.008 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.5%"
"12:01:20.005 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.7%"
"12:01:25.007 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.8%"
"12:01:30.012 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.5%"
"12:01:34.975 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.7%"
"12:01:39.979 -> Soil: 84.0% | Temp: 32.1°C | Hum: 73.7%"
"12:01:44.989 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.4%"
"12:01:50.001 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.3%"
"12:01:55.007 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.2%"
"12:01:59.965 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.1%"
"12:02:04.968 -> Soil: 85.0% | Temp: 32.1°C | Hum: 73.1%"
"12:02:09.966 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.6%"
"12:02:14.979 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.7%"
"12:02:19.981 -> Soil: 85.0% | Temp: 32.1°C | Hum: 72.8%"
"12:02:24.987 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:02:30.008 -> Soil: 84.0% | Temp: 32.1°C | Hum: 72.5%"
"12:02:34.968 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:02:39.971 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.5%"
"12:02:44.982 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"12:02:49.990 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.7%"
"12:02:54.996 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:03:00.008 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.6%"
"12:03:04.973 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:03:09.980 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:03:14.993 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.0%"
"12:03:19.988 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"12:03:24.990 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:03:29.999 -> Soil: 84.0% | Temp: 32.0°C | Hum: 73.1%"
"12:03:34.970 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:03:39.975 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:03:44.983 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.7%"
"12:03:50.001 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:03:54.965 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:03:59.963 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"12:04:05.005 -> Soil: 85.0% | Temp: 32.0°C | Hum: 73.0%"
"12:04:09.961 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.8%"
"12:04:14.965 -> Soil: 85.0% | Temp: 32.0°C | Hum: 72.9%"
"12:04:19.973 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"12:04:24.977 -> Soil: 84.0% | Temp: 32.0°C | Hum: 72.6%"
"12:04:29.975 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:04:34.975 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:04:39.977 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:04:44.989 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.5%"
"12:04:49.995 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:04:54.999 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:04:59.963 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:05:04.974 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:05:09.980 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:05:14.983 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.8%"
"12:05:19.998 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:05:25.006 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"12:05:29.969 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:05:34.976 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"12:05:39.984 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:05:44.993 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:05:50.001 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:05:55.004 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:05:59.959 -> Soil: 85.0% | Temp: 31.8°C | Hum: 72.7%"
"12:06:04.996 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.4%"
"12:06:09.960 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:06:14.967 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:06:19.974 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:06:24.985 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:06:29.997 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:06:35.002 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:06:39.983 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:06:44.966 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:06:50.001 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.9%"
"12:06:54.997 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.6%"
"12:06:59.997 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:07:04.985 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:07:09.979 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:07:14.974 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"12:07:19.968 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:07:24.972 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.6%"
"12:07:29.966 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:07:35.001 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.5%"
"12:07:39.987 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:07:44.997 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:07:49.991 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:07:54.990 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
"12:07:59.996 -> Soil: 84.0% | Temp: 31.9°C | Hum: 72.7%"
"12:08:05.002 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"12:08:09.964 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.1%"
"12:08:14.963 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.2%"
"12:08:19.968 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.3%"
"12:08:24.973 -> Soil: 85.0% | Temp: 31.9°C | Hum: 73.0%"
"12:08:29.982 -> Soil: 84.0% | Temp: 31.9°C | Hum: 73.0%"
"12:08:34.987 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.9%"
"12:08:39.999 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.7%"
"12:08:44.958 -> Soil: 85.0% | Temp: 31.9°C | Hum: 72.8%"
